Дата;Клиент;Город;Товар;Количество;Цена;Сумма
2023-02-21;ООО Ромашка;Санкт-Петербург;Товар А;16;1697,24;27155,84
12.10.2023;ООО Ромашка;Екатеринбург;Товар Б;68;5951;404698,60
11.10.2023;газпром оао;спб;Товар А;91;6703,44;610013,04
2023-06-13;Romashka Ltd;Нижний Новгород;Товар Б;1;1264,84;1264,84
2023-10-12;Tehnosila LLC;Москва;Товар Д;-3;3071,01;-9213,03
18.06.2023;"ООО ""Ромашка""";НН;Товар Д;98;2700,11;264610,78
18.11.2023;ромашка;Нижний Новгород;Товар Д;79;7584,49;599174,71
01/13/23;"ОАО ""Газпром""";Moskva;Товар А;29;9058,52;262697,08
07/26/23;ЗАО Техносила;Нск;Товар В;76;306,47;23291,72
2023-01-01;ТЕХНОСИЛА;МОСКВА;Товар В;20;4348,59;86971,80
08/04/23;яндекс ооо;НСК;Товар А;52;1023,01;53196,52
10/28/23;техносила;Москва;Товар Б;62;1691,22;104855,64
08/24/23;ИП Иванов;Москва;Товар Б;31;1823;47036,73
30.12.2023;РОМАШКА ООО;Новосибирск;Товар Г;77;3221,72;248072,44
16.07.2023;ОАО Газпром;;Товар В;22;9967,82;219292,04
06/23/23;ИП Иванов;москва;Товар Д;18;2867,39;51613,02
2023-04-05;;Санкт-Петербург;Товар В;21; 361,78₽ ;7597,38
04/01/23;ИП ИВАНОВ;новосибирск;Товар Б;61;4022,53;245374,33
21.04.2023;ИП ИВАНОВ;;Товар Д;100; 1930,97₽ ;193097,00
27.10.2023;Gazprom;спб;Товар Д;29; 6076,66₽ ;176223,14
2023-04-05;;М.;Товар В;49; 7030,14₽ ;344476,86
07/01/23;YANDEX;ЕКБ;Товар Б; 30 ;7959,83;238794,90
30.04.2023;"ЗАО ""Техносила""";НСК;Товар Д; 99 ;3381,83;334801,17
16.08.2023;YANDEX;Saint-Petersburg;Товар В;26; 1133,66₽ ;29475,16
09/13/23;ТЕХНОСИЛА;Нск;Товар Г;83;1337,71;111029,93
12/25/23;ромашка;москва;Товар Д;8;6784,21;54273,68
15.08.2023;ООО Яндекс;Нижний Новгород;Товар В;32;4914,31;157257,92
2023-03-12;YANDEX;Екб;Товар Б; 64 ;2932,06;152292,08
05/06/23;ИП ИВАНОВ;екатеринбург;Товар Б;32;1517,69;48566,08
07/14/23;ОАО Газпром;екатеринбург;Товар А;63;6861,81;432294,03
2023-06-24;;Moskva;Товар А;50;4336,91;216845,50
04/23/23;Romashka Ltd;С-Петербург;Товар В;29;4941,19;143294,51
2023-07-17;Иванов;Екб;Товар Г;21;5819,79;117659,20
2023-03-12;Gazprom;Yekaterinburg;Товар Г;69;1515,65;104579,85
2023-08-18;ИП Иванов;спб;Товар А;79;2648,27;209213,33
22.10.2023;ТЕХНОСИЛА;Н.Новгород;Товар А;24;8940,50;214572,00
2023-12-25;Иванов ИП;Екатеринбург;Товар Г;18;2983,94;53710,92
11/29/23;Иванов ИП;Н.Новгород;Товар Б;100;7338;733825,00
27.12.2023;"ООО ""Ромашка""";новосибирск;Товар Г;2; 2275,13₽ ;4550,26
09/24/23;"ООО ""Ромашка""";;Товар А;93; 9189,25₽ ;854600,25
06.10.2023;яндекс ооо;НСК;Товар Г;3;9391,20;28173,60
23.11.2023;Иванов И.П.;Новосибирск;Товар В;78;8779;684793,98
03.08.2023;"ООО ""Яндекс""";Moskva;Товар Б;34;1026,46;37036,67
01.01.2023;ЗАО Техносила;Moskva;Товар Д;92;694,14;63860,88
2023-09-18;;С-Петербург;Товар А; 37 ;2495,70;92340,90
2023-02-08;Иванов И.П.;Нижний Новгород;Товар Д;83;3265,22;271013,26
07.01.2023;"ЗАО ""Техносила""";Новосибирск;Товар Г;15; 5534,26₽ ;83013,90
08.11.2023;Tehnosila LLC;Н.Новгород;Товар Д;68;2121,64;144271,52
09/22/23;ГАЗПРОМ;Moskva;Товар Д;61;3626,85;221237,85
03/23/23;ромашка;Москва;Товар Д;27; 6471,88₽ ;174740,76
06/17/23;техносила;спб;Товар Д;84;1714,64;144029,76
;;;;;;
2023-08-28;ЗАО Техносила;москва;Товар Д;35;4900;171510,15
14.04.2023;ГАЗПРОМ;Санкт-Петербург;Товар Г;23;5966,02;137218,46
2023-11-23;ромашка;М.;Товар В;39;143,74;5605,86
2023-01-04;ОАО Газпром;N.Novgorod;Товар Г;98;7178,74;703516,52
2023-08-22;РОМАШКА ООО;НН;Товар Б;41;6559,48;268938,68
01.02.2023;"ООО ""Ромашка""";МОСКВА;Товар В;19;4939,71;93854,49
2023-12-04;Яндекс;Екатеринбург;Товар Д;92;6810,77;626590,84
12/30/23;"ЗАО ""Техносила""";НСК;Товар А;78;5287,75;412444,50
01/09/23;ИП Иванов;Saint-Petersburg;Товар Г;88;4643,04;408587,52
2023-02-15;ИП ИВАНОВ;;Товар А;47; 2508,14₽ ;117882,58
2023-09-10;"ООО ""Ромашка""";;Товар А; 6 ;7117,51;34722,57
2023-07-25;Иванов И.П.;НСК;Товар Д;59;2112,75;124652,25
07/03/23;ИП Иванов;Yekaterinburg;Товар Д;12;9705,96;116471,52
2023-07-18;ИП ИВАНОВ;Москва;Товар А;64;4135,91;264698,24
07/21/23;Gazprom;N.Novgorod;Товар Б; 38 ;8127,36;308839,68
2023-01-11;"ООО ""Ромашка""";N.Novgorod;Товар А; 41 ;338,47;13877,27
09/11/23;ООО Яндекс;МОСКВА;Товар Б;31;6589,00;204259,00
04/13/23;;МОСКВА;Товар Д;77; 4489,34₽ ;406589,57
09/30/23;ООО Яндекс;спб;Товар В;9;6041,35;54372,15
28.04.2023;Иванов;Нижний Новгород;Товар Г;12;1786;21442,80
12.02.2023;Romashka Ltd;Novosibirsk;Товар В;98;8951,88;877284,24
06/27/23;;Нск;Товар Б;87;8633,98;751156,26
2023-11-13;РОМАШКА ООО;Moskva;Товар Б;86;9987,11;937384,96
07/27/23;"ООО ""Яндекс""";Екб;Товар Г;17;9586,09;162963,53
12/07/23;YANDEX;НН;Товар Б;59;1673,26;98722,34
2023-12-20;"ООО ""Яндекс""";Нижний Новгород;Товар Г;42;6444,16;270654,72
2023-01-01;ИП ИВАНОВ;Yekaterinburg;Товар Б;42;4702,05;197486,10
14.07.2023;"ОАО ""Газпром""";екатеринбург;Товар Д;4;9192,71;36770,84
2023-02-25;ЗАО Техносила;Yekaterinburg;Товар А;18;3589,55;64611,90
14.08.2023;РОМАШКА ООО;Saint-Petersburg;Товар А;8;531,51;4252,08
2023-12-27;Tehnosila LLC;Екатеринбург;Товар Г;7;7762;54334,14
03/18/23;ООО Яндекс;;Товар В;22;4074,85;89646,70
24.03.2023;Иванов И.П.;СПб;Товар Д;3;235,04;602,48
2023-05-14;ООО Яндекс;М.;Товар Д;58;7946,79;460913,82
2023-06-17;"ООО ""Ромашка""";НН;Товар Г;85;4139,27;335010,16
09/10/23;Иванов ИП;Нск;Товар В; 93 ;3870,09;359918,37
2023-08-03;Иванов И.П.;С-Петербург;Товар В;72;9403,81;677074,32
2023-03-23;Иванов И.П.;новосибирск;Товар Д;-41;6663,65;-273209,65
09/18/23;ИП Иванов;Нижний Новгород;Товар Д;72;2593,04;186698,88
2023-11-02;ромашка;НН;Товар В;41;7235,24;296644,84
03/26/23;Tehnosila LLC;Санкт-Петербург;Товар Д;-98;4727,66;-463310,68
2023-10-30;техносила;;Товар Д; 4 ;1463,30;5853,20
13.12.2023;"ООО ""Яндекс""";Saint-Petersburg;Товар А;85;3185,35;270754,75
2023-08-26;Яндекс;спб;Товар Г;80;1962,10;156968,00
14.03.2023;техносила;С-Петербург;Товар Б;52; 8189,44₽ ;425850,88
12/12/23;Яндекс;нижний новгород;Товар В;64;7177,63;459368,32
05/13/23;ромашка;Нижний Новгород;Товар Б; 42 ;4818,70;202385,40
06/10/23;Tehnosila LLC;НН;Товар Г;24;4610,71;110657,04
2023-03-13;ОАО Газпром;Novosibirsk;Товар Б;98;1820,62;178420,76
2023-09-19;"ЗАО ""Техносила""";Yekaterinburg;Товар А;55;8339,35;458664,25
2023-11-13;ТЕХНОСИЛА;МОСКВА;Товар А;92; 5942,71₽ ;546729,32
12/13/23;ИП ИВАНОВ;Moskva;Товар Б;36;5357,06;192854,16
06/26/23;Иванов ИП;МОСКВА;Товар Д;32; 8604,31₽ ;275337,92
02.05.2023;Иванов;Нск;Товар Г;49;732,84;32824,38
13.05.2023;"ООО ""Ромашка""";нижний новгород;Товар В;32;2327,74;74487,68
2023-03-22;ОАО Газпром;Нижний Новгород;Товар А;53;9492,37;503095,61
2023-06-23;Иванов И.П.;Екб;Товар Г;19;630,39;11977,41
22.03.2023;"ОАО ""Газпром""";Yekaterinburg;Товар В;57; 7802,34₽ ;380141,91
09/21/23;Tehnosila LLC;Нск;Товар Д; 94 ; 8647,55₽ ;812869,70
27.01.2023;;НН;Товар Д;32;438,73;14039,36
29.01.2023;ЗАО Техносила;НСК;Товар А;-31;184,24;-5711,44
2023-12-17;Иванов ИП;екатеринбург;Товар Б;31; 1052,96₽ ;32641,76
10/09/23;;НН;Товар Б;32;5500;176011,84
12/03/23;ИП ИВАНОВ;НН;Товар Б;88;6753,97;594349,36
04/24/23;"ОАО ""Газпром""";Н.Новгород;Товар Г;32;4711,98;150783,36
08/08/23;ООО Ромашка;москва;Товар А; 100 ; 4791,50₽ ;479150,00
04.05.2023;техносила;Москва;Товар Д;78;4641;362068,20
2023-10-27;ООО Яндекс;С-Петербург;Товар Г;78;3506,76;273527,28
08/08/23;Tehnosila LLC;Moskva;Товар Д;65;4314,00;280410,00
07/25/23;яндекс ооо;спб;Товар В;47;2036,41;95711,27
24.01.2023;Romashka Ltd;Нижний Новгород;Товар В;86;3041,48;261567,28
04/15/23;Яндекс;НСК;Товар А;88;1112,43;97893,84
2023-07-23;Иванов И.П.;Novosibirsk;Товар А;33;9771,88;322472,04
12.01.2023;"ОАО ""Газпром""";;Товар В;70;9213,29;644930,30
2023-02-10;ИП Иванов;М.;Товар Д;15;9356,92;140353,80
01/23/23;YANDEX;М.;Товар А;70;1653,09;117404,53
2023-08-17;"ЗАО ""Техносила""";Екатеринбург;Товар Г;68;7299,07;496336,76
05/26/23;;Санкт-Петербург;Товар Б;14;5508,22;77115,08
2023-09-22;"ОАО ""Газпром""";Москва;Товар Г;28;9579,93;268238,04
28.07.2023;РОМАШКА ООО;НСК;Товар В;46;8680,67;399310,82
30.07.2023;"ОАО ""Газпром""";москва;Товар Б;68;6517;443215,84
03/27/23;Иванов И.П.;Москва;Товар Г;64; 6986,51₽ ;447136,64
20.12.2023;РОМАШКА ООО;спб;Товар Д;68; 7567,70₽ ;514603,60
29.01.2023;Яндекс;Нск;Товар В;67;3483,29;233380,43
2023-12-15;яндекс ооо;М.;Товар В;94;1540,45;144802,30
08/13/23;газпром оао;Санкт-Петербург;Товар А;81;9491,93;768846,33
04/02/23;"ООО ""Яндекс""";нижний новгород;Товар А;16;5757,34;92117,44
12.10.2023;;новосибирск;Товар А;78;8029,70;626316,60
15.11.2023;Gazprom;Н.Новгород;Товар Д;69; 9155,20₽ ;631708,80
11/09/23;РОМАШКА ООО;Нижний Новгород;Товар Б;43;1020;43867,74
04/21/23;ТЕХНОСИЛА;Екатеринбург;Товар А;62;9748,75;604422,50
2023-03-29;;ЕКБ;Товар Б;8;1929,79;15438,32
02/18/23;Иванов ИП;Санкт-Петербург;Товар Д;35;405,09;14178,15
08.07.2023;газпром оао;Novosibirsk;Товар А;16;6607,96;105727,36
11/10/23;Иванов ИП;СПб;Товар Д; 91 ; 2005,95₽ ;182541,45
22.11.2023;ЗАО Техносила;Н.Новгород;Товар А;66;8614,77;568574,82
26.11.2023;"ЗАО ""Техносила""";С-Петербург;Товар Д;-76;9572,42;-727503,92
2023-10-26;газпром оао;Санкт-Петербург;Товар Б;30;2575,48;77264,40
04/09/23;газпром оао;Saint-Petersburg;Товар Б; 38 ;4303,93;163549,34
08.04.2023;Иванов ИП;екатеринбург;Товар Б;33;9396,80;310094,40
2023-05-11;яндекс ооо;Saint-Petersburg;Товар Б;94; 6240,20₽ ;586578,80
01/11/23;ООО Ромашка;Нск;Товар Д;82;6252,48;512703,36
2023-09-03;ИП ИВАНОВ;ЕКБ;Товар Г;37;1051,65;38255,89
10/09/23;яндекс ооо;Yekaterinburg;Товар Б;71;9352,16;664003,36
2023-07-25;ТЕХНОСИЛА;Yekaterinburg;Товар Д;34;1154,27;44948,14
08/10/23;Иванов;москва;Товар Б;68;7186,66;488692,88
2023-07-03;ООО Ромашка;москва;Товар Д;55;3905,16;214783,80
16.12.2023;Иванов ИП;Нск;Товар Г;-74;9766,41;-722714,34
11/27/23;"ООО ""Яндекс""";спб;Товар В;6;9021,89;54131,34
2023-08-30;ИП Иванов;НСК;Товар А;17;6856,64;116562,88
09/09/23;"ЗАО ""Техносила""";Saint-Petersburg;Товар А;81;5221,29;422924,49
2023-10-14;Иванов И.П.;Нск;Товар А;3;1498,89;4496,67
11/09/23;Иванов ИП;Екб;Товар Б;91;3822,87;347881,17
01.08.2023;Иванов И.П.;СПб;Товар В;28;5135,83;143803,24
30.04.2023;"ООО ""Ромашка""";М.;Товар В;57;7169;408646,68
03/05/23;техносила;Novosibirsk;Товар Г;18;4500;81009,18
2023-10-11;ОАО Газпром;Екатеринбург;Товар В;79;2470,33;195156,07
10/28/23;YANDEX;С-Петербург;Товар А;97;4710,74;456941,78
18.03.2023;ОАО Газпром;Нск;Товар Д;57;852,71;48604,47
17.04.2023;;МОСКВА;Товар А;74;7983,46;590776,04
2023-05-04;ЗАО Техносила;Новосибирск;Товар Г;47;9146,50;429885,50
2023-01-17;Яндекс;МОСКВА;Товар А;74;7382,56;546309,44
07/05/23;газпром оао;ЕКБ;Товар Д;95;895,46;85068,70
04/21/23;Иванов;москва;Товар В;61;5156,19;314527,59
01.01.2023;Tehnosila LLC;Novosibirsk;Товар Г;71;256,64;18221,44
11/04/23;ООО Яндекс;С-Петербург;Товар Б;89;5785,09;514873,01
2023-01-09;Яндекс;екатеринбург;Товар Б;9; 2241,19₽ ;20170,71
01/17/23;ИП ИВАНОВ;Yekaterinburg;Товар В;59;1759,83;103829,97
02.01.2023;газпром оао;;Товар Б;93;6486,88;603279,84
2023-12-16;ТЕХНОСИЛА;Екатеринбург;Товар А; 27 ;2115,20;57110,40
03/14/23;Иванов;Novosibirsk;Товар Д;11;9363,08;102993,88
2023-03-02;ЗАО Техносила;ЕКБ;Товар Д;67; 7957,17₽ ;533130,39
10/11/23;ГАЗПРОМ;Moskva;Товар В;98;2134,79;209209,42
20.10.2023;"ООО ""Яндекс""";N.Novgorod;Товар Б; 69 ;2656,19;183277,11
03/30/23;"ООО ""Яндекс""";Нск;Товар Б;98; 7381,50₽ ;723387,00
10.06.2023;Иванов И.П.;москва;Товар Г;12;8838,27;106059,24
02/02/23;ромашка;;Товар Г; 69 ;7150,88;493410,72
2023-07-28;Яндекс;Новосибирск;Товар Г;31;9880,74;306302,94
04/05/23;ТЕХНОСИЛА;ЕКБ;Товар Б;8;9355,86;88968,96
2023-12-22;"ЗАО ""Техносила""";;Товар Д;82;1426,58;116979,56
09/15/23;"ООО ""Ромашка""";Екатеринбург;Товар Г;22;6221,00;120085,61
2023-05-19;;;Товар Д;30;6370,19;191105,70
03/09/23;"ООО ""Яндекс""";;Товар Г;35;7376,66;258183,10
04.03.2023;;Новосибирск;Товар А;43;9262,50;398287,50
11/20/23;;;Товар Б; 34 ;7853,44;267016,96
2023-07-24;;;Товар А;82;5100,09;418207,38
19.01.2023;"ЗАО ""Техносила""";Нск;Товар Б;29;5135,73;148936,17
2023-08-06;газпром оао;спб;Товар Г;85;1366,97;97052,50
2023-02-20;"ОАО ""Газпром""";С-Петербург;Товар Д;36;8833,85;318018,60
09.01.2023;РОМАШКА ООО;N.Novgorod;Товар Д;76;7325,54;556741,04
07.06.2023;"ООО ""Яндекс""";С-Петербург;Товар Д; 94 ;3680,70;345985,80
2023-07-03;ТЕХНОСИЛА;Нижний Новгород;Товар Д;43;7328,52;315126,36
09/19/23;ООО Яндекс;НН;Товар В;49;8920,10;437084,90
06.12.2023;ИП Иванов;Санкт-Петербург;Товар А;98;1627;159465,60
2023-09-21;Иванов ИП;Novosibirsk;Товар Г;-82;9495,99;-778671,18
2023-05-18;Gazprom;М.;Товар В;82;3291,53;269905,46
18.11.2023;ГАЗПРОМ;Екатеринбург;Товар Г; 36 ;6889,73;248030,28
2023-12-17;ТЕХНОСИЛА;НН;Товар А;79;3412,99;269626,21
2023-02-06;ТЕХНОСИЛА;Moskva;Товар Г;68;7253;493271,32
2023-06-29;ромашка;новосибирск;Товар А;11;4806,46;52871,06
2023-03-06;YANDEX;НН;Товар Б;62;5720,48;354669,76
2023-01-26;ГАЗПРОМ;;Товар Б;26;812,70;21130,20
2023-05-04;"ЗАО ""Техносила""";N.Novgorod;Товар В;42;256,15;10758,30
11/11/23;Иванов;новосибирск;Товар Б;64;7518,93;481211,52
11/16/23;"ООО ""Яндекс""";Екб;Товар В;53;6859,72;433531,85
2023-07-02;ООО Яндекс;СПб;Товар А;87; 3268,25₽ ;284337,75
17.07.2023;Иванов;ЕКБ;Товар Г;83;4014,70;333220,10
09/04/23;Gazprom;Moskva;Товар А;59;1616,45;95370,55
06/07/23;Иванов И.П.;Novosibirsk;Товар Д;70;7623,54;533647,80
01.09.2023;Tehnosila LLC;новосибирск;Товар Д;5;3099,62;15498,10
11/23/23;яндекс ооо;Екатеринбург;Товар А;44; 1829,74₽ ;83157,70
11/10/23;"ЗАО ""Техносила""";нижний новгород;Товар А;45;4719,55;212379,75
06/20/23;ИП ИВАНОВ;ЕКБ;Товар Б; 85 ;8954,87;761163,95
06/30/23;ГАЗПРОМ;С-Петербург;Товар В;35; 4929,20₽ ;172522,00
11/29/23;Яндекс;спб;Товар Д;47;274,76;12913,72
2023-06-26;ОАО Газпром;Екб;Товар Г; 52 ;7895,41;410561,32
24.11.2023;Иванов И.П.;спб;Товар В; 57 ; 280,60₽ ;15994,20
10/31/23;;N.Novgorod;Товар Д;63;6965,99;438857,37
2023-06-13;ГАЗПРОМ;Екатеринбург;Товар В;-92;4668,65;-429515,80
2023-02-09;ООО Ромашка;МОСКВА;Товар Г; 96 ;3893,85;373809,60
2023-09-08;ИП Иванов;Новосибирск;Товар А;51;7517,69;383402,19
2023-10-09;ТЕХНОСИЛА;Н.Новгород;Товар Б;55;8804,00;484220,00
01/24/23;Romashka Ltd;СПб;Товар А;28;1154;32313,68
2023-01-25;Иванов ИП;Нижний Новгород;Товар Д;30;9236,55;277096,50
05/18/23;ООО Ромашка;Санкт-Петербург;Товар Д;90;9727,03;875432,70
22.09.2023;яндекс ооо;Екатеринбург;Товар В;96; 2182,24₽ ;209495,04
2023-07-23;яндекс ооо;Saint-Petersburg;Товар В;95;3978,72;377978,40
2023-08-17;ТЕХНОСИЛА;М.;Товар А; 46 ;3887,88;178842,48
07.01.2023;"ЗАО ""Техносила""";Новосибирск;Товар Г;15; 5534,26₽ ;83013,90
07/16/23;ИП Иванов;Yekaterinburg;Товар Б;98;4721,47;462704,06
2023-03-02;ЗАО Техносила;ЕКБ;Товар Д;67; 7957,17₽ ;533130,39
09/14/23;Иванов И.П.;Екатеринбург;Товар А;65;6347,95;412616,75
2023-12-29;ООО Яндекс;СПб;Товар Д;74;5265,36;414301,33
02/17/23;;;Товар Б;25;8014,77;200369,25
18.11.2023;ГАЗПРОМ;Екатеринбург;Товар Г; 36 ;6889,73;248030,28
30.11.2023;"ОАО ""Газпром""";НСК;Товар Д;35;9352,76;327346,60
01/01/24;;Saint-Petersburg;Товар Г;76;5524,70;419877,20
10/14/23;техносила;МОСКВА;Товар Б;15;6013,83;90207,45
2023-02-18;ромашка;НСК;Товар В;56;3402,08;190516,48
09/01/23;ОАО Газпром;СПб;Товар В;69;8272,69;570815,61
10/31/23;;N.Novgorod;Товар Д;63;6965,99;438857,37
2023-02-15;ИП ИВАНОВ;;Товар А;47; 2508,14₽ ;117882,58
2023-09-18;ИП ИВАНОВ;N.Novgorod;Товар В; 50 ;7331;366596,50
21.03.2023;газпром оао;Новосибирск;Товар В;65; 8476,43₽ ;550967,95
01/26/23;ГАЗПРОМ;ЕКБ;Товар А;98;8550;837904,90
06.11.2023;;Екатеринбург;Товар Д;14; 1334,31₽ ;18680,34
2023-06-23;Иванов И.П.;Екб;Товар Г;19;630,39;11977,41
2023-05-31;ЗАО Техносила;НСК;Товар Б;71;360,96;25628,16
08/25/23;Иванов ИП;москва;Товар Д;38;5639,95;214318,10
;;;;;;
2023-05-19;ромашка;СПб;Товар Д;9;4751,94;42767,46
05.07.2023;Tehnosila LLC;ЕКБ;Товар В;-23;8164,28;-187778,44
08.11.2023;ИП Иванов;НН;Товар В;73; 2389,53₽ ;174435,69
2023-01-05;;спб;Товар А;3;8370,05;25110,15
07.04.2023;"ООО ""Яндекс""";Санкт-Петербург;Товар Б;57;869,92;49585,44
29.12.2023;ИП ИВАНОВ;Москва;Товар Д;42;9231,71;387731,82
2023-07-31;Gazprom;СПб;Товар Г;32;6640,84;212506,88
07/27/23;Иванов ИП;НН;Товар А;53;122,77;6506,81
2023-09-23;газпром оао;С-Петербург;Товар А;19; 6627,73₽ ;125926,87
2023-09-24;ромашка;;Товар В;31;4410;136715,58
11/16/23;ООО Яндекс;N.Novgorod;Товар Г;91;8988,29;817934,39
2023-03-24;"ООО ""Ромашка""";Екатеринбург;Товар Г; 12 ; 2295,53₽ ;26271,80
20.12.2023;"ООО ""Ромашка""";Екб;Товар Г;46;2490,21;114549,66
12/07/23;ТЕХНОСИЛА;ЕКБ;Товар А;85;4311,07;366440,95
02.09.2023;"ООО ""Ромашка""";москва;Товар А;20;3107,97;62159,40
08/17/23;Иванов;С-Петербург;Товар В;62;5896,40;365576,80
2023-10-12;;Нск;Товар В;47;2636,81;123930,07
2023-02-09;ООО Ромашка;МОСКВА;Товар Г; 96 ;3893,85;373809,60
11/17/23;Иванов;Н.Новгород;Товар Д;43; 6720,68₽ ;288989,24
2023-06-10;ГАЗПРОМ;;Товар А;95;5651,92;536932,40
2023-10-13;ИП Иванов;М.;Товар В;53;7481,54;396521,62
2023-01-09;Яндекс;екатеринбург;Товар Б;9; 2241,19₽ ;20170,71
29.12.2023;ИП ИВАНОВ;Москва;Товар Д;42;9231,71;387731,82
02.11.2023;;Yekaterinburg;Товар Г;100;3937,46;393746,00
01/28/23;техносила;М.;Товар В;9;5876,14;52885,26
11/09/23;Иванов ИП;Екб;Товар Б;91;3822,87;347881,17
2023-10-30;яндекс ооо;Saint-Petersburg;Товар Г;76;4797,72;364626,72
2023-06-30;Яндекс;Н.Новгород;Товар Д;37; 226,43₽ ;8377,91
12/06/23;"ЗАО ""Техносила""";Нижний Новгород;Товар В;64;7153,62;457831,68
15.08.2023;"ЗАО ""Техносила""";МОСКВА;Товар Г;98;6794,04;665815,92
07/08/23;ТЕХНОСИЛА;москва;Товар А;5; 6185,20₽ ;30926,00
12/25/23;ООО Ромашка;НН;Товар Г;52;7875;409514,56
07/07/23;газпром оао;НН;Товар В;79;6269,50;495290,50
03.06.2023;Romashka Ltd;Saint-Petersburg;Товар Д;-55; 857,67₽ ;-47171,85
2023-11-27;ООО Ромашка;N.Novgorod;Товар В;57;9099,79;518688,03
13.08.2023;ИП Иванов;С-Петербург;Товар А;30;2147,75;74807,20
01.08.2023;;Novosibirsk;Товар В;84;6875,73;577561,32
11/05/23;яндекс ооо;Novosibirsk;Товар В;6;9390,37;56342,22
10/18/23;ИП Иванов;Novosibirsk;Товар В; 19 ;1489,38;28298,22
09.09.2023;РОМАШКА ООО;Saint-Petersburg;Товар Д;43;9206,75;395890,25
05.04.2023;Tehnosila LLC;Санкт-Петербург;Товар Б;85;1579,57;134263,45
02/14/23;ЗАО Техносила;Нижний Новгород;Товар Б;12;7459,75;89517,00
2023-12-18;яндекс ооо;СПб;Товар А;42;9520,29;399852,18
2023-08-05;газпром оао;Н.Новгород;Товар Д;35;1905,83;66704,05
01/07/23;Иванов И.П.;Saint-Petersburg;Товар А;3;7062,71;20805,39
2023-08-17;ТЕХНОСИЛА;М.;Товар А; 46 ;3887,88;178842,48
10/05/23;ИП ИВАНОВ;Нск;Товар А;-52;2206,40;-114732,80
2023-12-07;ИП Иванов;Нск;Товар Г;24;9931,27;238350,48
08.05.2023;Иванов;Екб;Товар В;-100;1739,18;-173918,00
09.07.2023;"ООО ""Яндекс""";М.;Товар Б;30;8087,29;242618,70
04.04.2023;Иванов ИП;N.Novgorod;Товар В;68;3440,21;233934,28
2023-05-14;ООО Яндекс;М.;Товар Д;58;7946,79;460913,82
04/14/23;;Нск;Товар Д;48;7738,52;371448,96
07/30/23;ГАЗПРОМ;Yekaterinburg;Товар Г;90;4578;412048,80
2023-12-18;яндекс ооо;СПб;Товар А;42;9520,29;399852,18
02/20/23;ООО Яндекс;МОСКВА;Товар А;81;1640,32;132865,92
09/02/23;техносила;Yekaterinburg;Товар В;67;4903,93;328563,31
09.10.2023;ТЕХНОСИЛА;новосибирск;Товар Д; 43 ; 2798,63₽ ;120341,09
24.01.2023;техносила;новосибирск;Товар В;98;3942,53;386367,94
2023-03-24;;Novosibirsk;Товар Д;99;683,28;67644,72
2023-03-22;ГАЗПРОМ;спб;Товар В;44;9344,40;411153,60
18.11.2023;ГАЗПРОМ;Novosibirsk;Товар Д;44;7339,16;322923,04
2023-07-07;"ЗАО ""Техносила""";Novosibirsk;Товар Д;62;4889,23;303132,26
2023-03-04;"ОАО ""Газпром""";НСК;Товар А;25;893,69;22342,25
12/24/23;Яндекс;НН;Товар Б;29;2654,72;76986,88
31.03.2023;ОАО Газпром;N.Novgorod;Товар Б;72;3671,09;264318,48
02/19/23;Romashka Ltd;МОСКВА;Товар Г; 25 ;5753,02;143825,50
2023-05-15;РОМАШКА ООО;Нск;Товар В;19; 2179,84₽ ;41416,96
11/10/23;ромашка;спб;Товар Г; 26 ;4651,88;120948,88
14.07.2023;"ОАО ""Газпром""";екатеринбург;Товар Д;4;9192,71;36770,84
;;;;;;
2023-08-15;ООО Ромашка;Новосибирск;Товар Г;49;5609,04;274842,96
11/10/23;ромашка;спб;Товар Г; 26 ;4651,88;120948,88
2023-10-13;ООО Ромашка;Moskva;Товар В;75;3777,59;283319,25
09/23/23;"ООО ""Яндекс""";Нск;Товар Д;17; 2519,90₽ ;42838,30
09/02/23;Иванов И.П.;СПб;Товар Г;21;5916,17;124239,57
